Word,DPoS_VanH,Lemma_spacy,PoS_tag_spacy,Lemma,PoS_tag,idx
underwear,noun,underwear,NOUN,underwear,NOUN,99181
underweight,adjective,underweight,NOUN,underweight,NOUN,99182
underweighted,,underweighte,VERB,underweighte,VERB,99183
underwent,verb,underwent,NOUN,underwent,NOUN,99184
underwhelmed,verb,underwhelme,VERB,underwhelme,VERB,99185
underwire,,underwire,NOUN,underwire,NOUN,99186
underwood,name,underwood,PROPN,underwood,PROPN,99187
underwood's,,underwood's,PUNCT,underwood's,PUNCT,99188
underworld,noun,underworld,NOUN,underworld,NOUN,99189
underwrite,verb,underwrite,VERB,underwrite,VERB,99190
underwriter,noun,underwriter,NOUN,underwriter,NOUN,99191
underwriters,noun,underwriter,NOUN,underwriter,NOUN,99192
underwrites,verb,underwrite,VERB,underwrite,VERB,99193
underwriting,noun,underwrite,VERB,underwrite,VERB,99194
underwritten,verb,underwritten,VERB,underwritten,VERB,99195
underwrote,verb,underwrote,NOUN,underwrote,NOUN,99196
undeserved,adjective,undeserved,ADJ,undeserved,ADJ,99197
undeservedly,adverb,undeservedly,ADV,undeservedly,ADV,99198
undeserving,adjective,undeserve,VERB,undeserve,VERB,99199
undeservingly,,undeservingly,ADV,undeservingly,ADV,99200
undesignated,,undesignated,ADJ,undesignated,ADJ,99201
undesigning,,undesigne,VERB,undesigne,VERB,99202
undesirability,noun,undesirability,NOUN,undesirability,NOUN,99203
undesirable,adjective,undesirable,ADJ,undesirable,ADJ,99204
undesirables,noun,undesirable,NOUN,undesirable,NOUN,99205
undesirably,,undesirably,ADV,undesirably,ADV,99206
undesired,,undesired,ADJ,undesired,ADJ,99207
undestroyed,,undestroye,VERB,undestroye,VERB,99208
undetached,,undetached,ADJ,undetached,ADJ,99209
undetectable,adjective,undetectable,ADJ,undetectable,ADJ,99210
undetected,adjective,undetecte,VERB,undetecte,VERB,99211
undeterminable,,undeterminable,ADJ,undeterminable,ADJ,99212
undetermined,adjective,undetermined,ADJ,undetermined,ADJ,99213
undeterred,adjective,undeterred,ADJ,undeterred,ADJ,99214
undevelopable,,undevelopable,ADJ,undevelopable,ADJ,99215
undeveloped,adjective,undeveloped,ADJ,undeveloped,ADJ,99216
undeviating,,undeviating,ADJ,undeviating,ADJ,99217
undeviatingly,,undeviatingly,ADV,undeviatingly,ADV,99218
undiagnosed,adjective,undiagnose,VERB,undiagnose,VERB,99219
undid,verb,undo,VERB,undo,VERB,99220
undies,noun,undie,VERB,undie,VERB,99221
undifferentiated,adjective,undifferentiated,ADJ,undifferentiated,ADJ,99222
undiffused,,undiffused,ADJ,undiffused,ADJ,99223
undigested,adjective,undigeste,VERB,undigeste,VERB,99224
undignified,adjective,undignifie,VERB,undignifie,VERB,99225
undiluted,adjective,undiluted,ADJ,undiluted,ADJ,99226
undiminished,adjective,undiminishe,VERB,undiminishe,VERB,99227
undimmed,adjective,undimmed,ADJ,undimmed,ADJ,99228
undine,,undine,NOUN,undine,NOUN,99229
undiplomatic,adjective,undiplomatic,ADJ,undiplomatic,ADJ,99230
undirected,adjective,undirecte,VERB,undirecte,VERB,99231
undisbursed,,undisbursed,ADJ,undisbursed,ADJ,99232
undiscernibly,,undiscernibly,ADV,undiscernibly,ADV,99233
undiscerning,,undiscerne,VERB,undiscerne,VERB,99234
undischarged,adjective,undischarged,ADJ,undischarged,ADJ,99235
undisciplined,adjective,undiscipline,VERB,undiscipline,VERB,99236
undisclosed,adjective,undisclosed,ADJ,undisclosed,ADJ,99237
undiscounted,,undiscounte,VERB,undiscounte,VERB,99238
undiscouraged,,undiscouraged,ADJ,undiscouraged,ADJ,99239
undiscoverable,,undiscoverable,ADJ,undiscoverable,ADJ,99240
undiscovered,adjective,undiscovered,ADJ,undiscovered,ADJ,99241
undiscriminating,,undiscriminate,VERB,undiscriminate,VERB,99242
undisguised,adjective,undisguise,VERB,undisguise,VERB,99243
undismayed,adjective,undismaye,VERB,undismaye,VERB,99244
undisputable,adjective,undisputable,ADJ,undisputable,ADJ,99245
undisputed,adjective,undispute,VERB,undispute,VERB,99246
undisputedly,adverb,undisputedly,ADV,undisputedly,ADV,99247
undisrupted,,undisrupted,ADJ,undisrupted,ADJ,99248
UNDISRUPTED,,undisrupted,ADJ,undisrupted,ADJ,99249
undistinguishable,,undistinguishable,ADJ,undistinguishable,ADJ,99250
undistinguished,adjective,undistinguished,ADJ,undistinguished,ADJ,99251
undistinguishing,,undistinguishe,VERB,undistinguishe,VERB,99252
undistorted,,undistorted,ADJ,undistorted,ADJ,99253
undistracted,,undistracte,VERB,undistracte,VERB,99254
undistributed,,undistribute,VERB,undistribute,VERB,99255
undisturbed,adjective,undisturbed,ADJ,undisturbed,ADJ,99256
undiversified,,undiversifie,VERB,undiversifie,VERB,99257
undividable,,undividable,ADJ,undividable,ADJ,99258
undivided,adjective,undivided,ADJ,undivided,ADJ,99259
undividedly,,undividedly,ADV,undividedly,ADV,99260
undo,verb,undo,NOUN,undo,NOUN,99261
undoable,,undoable,ADJ,undoable,ADJ,99262
undock,,undock,NOUN,undock,NOUN,99263
undocked,verb,undock,VERB,undock,VERB,99264
undocking,,undock,VERB,undock,VERB,99265
undocks,,undock,NOUN,undock,NOUN,99266
undocumented,adjective,undocumented,ADJ,undocumented,ADJ,99267
undoes,verb,undoe,NOUN,undoe,NOUN,99268
undoing,noun,undo,VERB,undo,VERB,99269
undomesticated,adjective,undomesticate,VERB,undomesticate,VERB,99270
undone,verb,undo,VERB,undo,VERB,99271
undoubted,adjective,undoubted,ADJ,undoubted,ADJ,99272
undoubtedly,adverb,undoubtedly,ADV,undoubtedly,ADV,99273
undoubting,,undoubte,VERB,undoubte,VERB,99274
undrafted,,undrafte,VERB,undrafte,VERB,99275
undrape,,undrape,NOUN,undrape,NOUN,99276
undraped,,undraped,VERB,undraped,VERB,99277
undrawn,,undrawn,NOUN,undrawn,NOUN,99278
undreamed,adjective,undreamed,ADJ,undreamed,ADJ,99279
undreamt,noun,undreamt,VERB,undreamt,VERB,99280
undress,noun,undress,ADJ,undress,ADJ,99281
undressed,adjective,undress,VERB,undress,VERB,99282
undresses,verb,undress,NOUN,undress,NOUN,99283
undressing,adjective,undress,VERB,undress,VERB,99284
undrilled,,undrilled,ADJ,undrilled,ADJ,99285
undrinkable,adjective,undrinkable,ADJ,undrinkable,ADJ,99286
undue,adjective,undue,ADJ,undue,ADJ,99287
undulant,adjective,undulant,ADJ,undulant,ADJ,99288
undulate,verb,undulate,VERB,undulate,VERB,99289
undulated,adjective,undulate,VERB,undulate,VERB,99290
undulates,verb,undulate,NOUN,undulate,NOUN,99291
undulating,adjective,undulate,VERB,undulate,VERB,99292
undulation,noun,undulation,NOUN,undulation,NOUN,99293
undulations,noun,undulation,NOUN,undulation,NOUN,99294
unduly,adverb,unduly,ADV,unduly,ADV,99295
undusted,,unduste,VERB,unduste,VERB,99296
undutiful,,undutiful,ADJ,undutiful,ADJ,99297
undying,adjective,undying,VERB,undying,VERB,99298
undyingly,,undyingly,ADV,undyingly,ADV,99299
UNE,,UNE,PROPN,UNE,PROPN,99300
uneager,,uneager,NOUN,uneager,NOUN,99301
unearned,adjective,unearned,ADJ,unearned,ADJ,99302
unearth,verb,unearth,ADJ,unearth,ADJ,99303
unearthed,verb,unearth,VERB,unearth,VERB,99304
unearthing,adjective,unearth,VERB,unearth,VERB,99305
unearthliness,,unearthliness,ADJ,unearthliness,ADJ,99306
unearthly,adjective,unearthly,ADV,unearthly,ADV,99307
unearths,verb,unearth,NOUN,unearth,NOUN,99308
unease,noun,unease,NOUN,unease,NOUN,99309
uneasier,,uneasi,ADJ,uneasi,ADJ,99310
uneasiest,,uneasi,ADJ,uneasi,ADJ,99311
uneasily,adverb,uneasily,ADV,uneasily,ADV,99312
uneasiness,noun,uneasiness,ADJ,uneasiness,ADJ,99313
uneasy,adjective,uneasy,ADJ,uneasy,ADJ,99314
uneatable,adjective,uneatable,ADJ,uneatable,ADJ,99315
uneaten,adjective,uneaten,ADJ,uneaten,ADJ,99316
uneconomic,adjective,uneconomic,ADJ,uneconomic,ADJ,99317
uneconomical,adjective,uneconomical,ADJ,uneconomical,ADJ,99318
uneconomically,,uneconomically,ADV,uneconomically,ADV,99319
unedifying,adjective,unedifye,VERB,unedifye,VERB,99320
unedited,adjective,unedited,ADJ,unedited,ADJ,99321
uneducable,,uneducable,ADJ,uneducable,ADJ,99322
uneducated,adjective,uneducated,ADJ,uneducated,ADJ,99323
unelaborated,,unelaborated,ADJ,unelaborated,ADJ,99324
unelectable,adjective,unelectable,ADJ,unelectable,ADJ,99325
unelected,adjective,unelecte,VERB,unelecte,VERB,99326
unembarrassed,,unembarrassed,ADJ,unembarrassed,ADJ,99327
unembellished,,unembellishe,VERB,unembellishe,VERB,99328
unembroidered,,unembroidere,VERB,unembroidere,VERB,99329
unemotional,adjective,unemotional,ADJ,unemotional,ADJ,99330
unemotionally,,unemotionally,ADV,unemotionally,ADV,99331
unempirical,,unempirical,ADJ,unempirical,ADJ,99332
unemployable,adjective,unemployable,ADJ,unemployable,ADJ,99333
unemployed,adjective,unemploye,VERB,unemploye,VERB,99334
unemployment,noun,unemployment,NOUN,unemployment,NOUN,99335
unenclosed,adjective,unenclose,VERB,unenclose,VERB,99336
unencumbered,adjective,unencumbered,ADJ,unencumbered,ADJ,99337
unending,adjective,unende,VERB,unende,VERB,99338
unendingly,,unendingly,ADV,unendingly,ADV,99339
unendorsed,,unendorsed,ADJ,unendorsed,ADJ,99340
unendurable,adjective,unendurable,ADJ,unendurable,ADJ,99341
unendurably,,unendurably,ADV,unendurably,ADV,99342
unenergetic,,unenergetic,ADJ,unenergetic,ADJ,99343
unenforceable,adjective,unenforceable,ADJ,unenforceable,ADJ,99344
unenforced,adjective,unenforced,ADJ,unenforced,ADJ,99345
UNENFORCIBLE,,UNENFORCIBLE,PROPN,UNENFORCIBLE,PROPN,99346
unengaged,adjective,unengaged,ADJ,unengaged,ADJ,99347
unenhanced,,unenhanced,ADJ,unenhanced,ADJ,99348
unenlightened,adjective,unenlightened,ADJ,unenlightened,ADJ,99349
unenlightening,,unenlightene,VERB,unenlightene,VERB,99350
unentertaining,,unentertaine,VERB,unentertaine,VERB,99351
unenthused,,unenthuse,VERB,unenthuse,VERB,99352
unenthusiastic,adjective,unenthusiastic,ADJ,unenthusiastic,ADJ,99353
unenthusiastically,,unenthusiastically,ADV,unenthusiastically,ADV,99354
UNENUNCIATED,,UNENUNCIATED,PROPN,UNENUNCIATED,PROPN,99355
unenviable,adjective,unenviable,ADJ,unenviable,ADJ,99356
unenvied,,unenvie,VERB,unenvie,VERB,99357
UNENVIED,,UNENVIED,NOUN,UNENVIED,NOUN,99358
unequal,adjective,unequal,ADJ,unequal,ADJ,99359
unequaled,,unequale,VERB,unequale,VERB,99360
unequalled,adjective,unequalle,VERB,unequalle,VERB,99361
unequally,adverb,unequally,ADV,unequally,ADV,99362
unequalness,,unequalness,ADJ,unequalness,ADJ,99363
unequipped,adjective,unequippe,VERB,unequippe,VERB,99364
unequivocal,adjective,unequivocal,ADJ,unequivocal,ADJ,99365
unequivocally,adverb,unequivocally,ADV,unequivocally,ADV,99366
unerring,adjective,unerre,VERB,unerre,VERB,99367
unerringly,adverb,unerringly,ADV,unerringly,ADV,99368
UNESCO,,UNESCO,NOUN,UNESCO,NOUN,99369
unescorted,adjective,unescorted,ADJ,unescorted,ADJ,99370
unessential,,unessential,ADJ,unessential,ADJ,99371
unethical,adjective,unethical,ADJ,unethical,ADJ,99372
unethically,adverb,unethically,ADV,unethically,ADV,99373
unevaluated,,unevaluated,ADJ,unevaluated,ADJ,99374
uneven,adjective,uneven,ADJ,uneven,ADJ,99375
unevenly,adjective,unevenly,ADV,unevenly,ADV,99376
unevenness,noun,unevenness,ADJ,unevenness,ADJ,99377
uneventful,adjective,uneventful,ADJ,uneventful,ADJ,99378
uneventfully,,uneventfully,ADV,uneventfully,ADV,99379
uneventfulness,,uneventfulness,ADJ,uneventfulness,ADJ,99380
unexacting,,unexacte,VERB,unexacte,VERB,99381
unexaggerated,,unexaggerated,ADJ,unexaggerated,ADJ,99382
unexamined,adjective,unexamined,ADJ,unexamined,ADJ,99383
UNEXAMINED,,UNEXAMINED,NOUN,UNEXAMINED,NOUN,99384
unexampled,,unexample,VERB,unexample,VERB,99385
unexcavated,adjective,unexcavate,VERB,unexcavate,VERB,99386
unexcelled,adjective,unexcelle,VERB,unexcelle,VERB,99387
unexceptionable,,unexceptionable,ADJ,unexceptionable,ADJ,99388
unexceptionably,,unexceptionably,ADV,unexceptionably,ADV,99389
unexceptional,adjective,unexceptional,ADJ,unexceptional,ADJ,99390
unexceptionally,,unexceptionally,ADV,unexceptionally,ADV,99391
unexcitable,,unexcitable,ADJ,unexcitable,ADJ,99392
unexcited,adjective,unexcite,VERB,unexcite,VERB,99393
unexciting,adjective,unexcite,VERB,unexcite,VERB,99394
unexcused,,unexcuse,VERB,unexcuse,VERB,99395
unexecuted,,unexecute,VERB,unexecute,VERB,99396
unexercised,adjective,unexercised,VERB,unexercised,VERB,99397
unexhausted,,unexhausted,ADJ,unexhausted,ADJ,99398
unexpanded,,unexpande,VERB,unexpande,VERB,99399
unexpected,adjective,unexpected,ADJ,unexpected,ADJ,99400
unexpectedly,adverb,unexpectedly,ADV,unexpectedly,ADV,99401
unexpectedness,,unexpectedness,NOUN,unexpectedness,NOUN,99402
unexpended,,unexpended,ADJ,unexpended,ADJ,99403
unexpired,adjective,unexpired,ADJ,unexpired,ADJ,99404
unexplainable,adjective,unexplainable,ADJ,unexplainable,ADJ,99405
unexplainably,adverb,unexplainably,ADV,unexplainably,ADV,99406
unexplained,adjective,unexplaine,VERB,unexplaine,VERB,99407
unexploded,adjective,unexploded,ADJ,unexploded,ADJ,99408
unexploited,adjective,unexploite,VERB,unexploite,VERB,99409
unexplored,adjective,unexplored,ADJ,unexplored,ADJ,99410
unexposed,adjective,unexpose,VERB,unexpose,VERB,99411
unexpressed,adjective,unexpressed,ADJ,unexpressed,ADJ,99412
unexpressive,,unexpressive,ADJ,unexpressive,ADJ,99413
unexpurgated,adjective,unexpurgated,ADJ,unexpurgated,ADJ,99414
unfading,,unfade,VERB,unfade,VERB,99415
unfailing,adjective,unfaile,VERB,unfaile,VERB,99416
unfailingly,adverb,unfailingly,ADV,unfailingly,ADV,99417
unfair,adjective,unfair,ADJ,unfair,ADJ,99418
unfairly,adverb,unfairly,ADV,unfairly,ADV,99419
unfairness,noun,unfairness,NOUN,unfairness,NOUN,99420
unfaith,,unfaith,VERB,unfaith,VERB,99421
unfaithful,adjective,unfaithful,ADJ,unfaithful,ADJ,99422
unfaithfully,,unfaithfully,ADV,unfaithfully,ADV,99423
unfaithfulness,,unfaithfulness,INTJ,unfaithfulness,INTJ,99424
unfaltering,adjective,unfaltere,VERB,unfaltere,VERB,99425
unfalteringly,,unfalteringly,ADV,unfalteringly,ADV,99426
unfamiliar,adjective,unfamiliar,ADJ,unfamiliar,ADJ,99427
unfamiliarity,noun,unfamiliarity,NOUN,unfamiliarity,NOUN,99428
unfamiliarly,,unfamiliarly,ADV,unfamiliarly,ADV,99429
unfarmed,,unfarme,VERB,unfarme,VERB,99430
unfashionable,adjective,unfashionable,ADJ,unfashionable,ADJ,99431
unfashionably,adjective,unfashionably,ADV,unfashionably,ADV,99432
unfasten,verb,unfasten,ADJ,unfasten,ADJ,99433
unfastened,verb,unfasten,VERB,unfasten,VERB,99434
unfatherly,,unfatherly,ADV,unfatherly,ADV,99435
unfathomable,adjective,unfathomable,ADJ,unfathomable,ADJ,99436
unfathomably,adverb,unfathomably,ADV,unfathomably,ADV,99437
unfathomed,,unfathomed,ADJ,unfathomed,ADJ,99438
unfavorable,,unfavorable,ADJ,unfavorable,ADJ,99439
unfavorably,,unfavorably,ADV,unfavorably,ADV,99440
unfavourable,adjective,unfavourable,ADJ,unfavourable,ADJ,99441
unfavourably,adverb,unfavourably,ADV,unfavourably,ADV,99442
unfazed,adjective,unfaze,VERB,unfaze,VERB,99443
unfeasibility,,unfeasibility,NOUN,unfeasibility,NOUN,99444
unfeasible,adjective,unfeasible,ADJ,unfeasible,ADJ,99445
unfeasibly,adjective,unfeasibly,ADV,unfeasibly,ADV,99446
unfecundated,,unfecundate,VERB,unfecundate,VERB,99447
unfed,adjective,unfe,VERB,unfe,VERB,99448
unfeeling,adjective,unfeele,VERB,unfeele,VERB,99449
unfeelingly,,unfeelingly,ADV,unfeelingly,ADV,99450
unfeigned,adjective,unfeigned,VERB,unfeigned,VERB,99451
unfeignedly,,unfeignedly,ADV,unfeignedly,ADV,99452
unfelt,adjective,unfelt,ADV,unfelt,ADV,99453
UNFELT,,UNFELT,NOUN,UNFELT,NOUN,99454
unfeminine,adjective,unfeminine,ADJ,unfeminine,ADJ,99455
unfenced,adjective,unfence,VERB,unfence,VERB,99456
unfermented,adjective,unfermente,VERB,unfermente,VERB,99457
unfertile,,unfertile,ADJ,unfertile,ADJ,99458
unfertilized,,unfertilize,VERB,unfertilize,VERB,99459
unfetter,,unfetter,ADJ,unfetter,ADJ,99460
unfettered,adjective,unfettere,VERB,unfettere,VERB,99461
unfiled,,unfiled,ADJ,unfiled,ADJ,99462
unfilled,adjective,unfilled,ADJ,unfilled,ADJ,99463
unfiltered,adjective,unfiltere,VERB,unfiltere,VERB,99464
unfinished,adjective,unfinished,ADJ,unfinished,ADJ,99465
unfired,adjective,unfired,ADJ,unfired,ADJ,99466
UNFIRED,,UNFIRED,PROPN,UNFIRED,PROPN,99467
unfishable,,unfishable,ADJ,unfishable,ADJ,99468
unfit,adjective,unfit,ADJ,unfit,ADJ,99469
unfitness,noun,unfitness,ADJ,unfitness,ADJ,99470
unfitted,adjective,unfit,VERB,unfit,VERB,99471
unfitting,adjective,unfit,VERB,unfit,VERB,99472
unfittingly,,unfittingly,ADV,unfittingly,ADV,99473
unfix,verb,unfix,VERB,unfix,VERB,99474
unfixable,adjective,unfixable,ADJ,unfixable,ADJ,99475
unfixed,adjective,unfixed,ADJ,unfixed,ADJ,99476
unfixing,,unfixe,VERB,unfixe,VERB,99477
unflagging,adjective,unflagge,VERB,unflagge,VERB,99478
unflaggingly,,unflaggingly,ADV,unflaggingly,ADV,99479
unflappable,adjective,unflappable,ADJ,unflappable,ADJ,99480
unflappably,,unflappably,ADV,unflappably,ADV,99481
unflattering,adjective,unflattere,VERB,unflattere,VERB,99482
unflatteringly,,unflatteringly,ADV,unflatteringly,ADV,99483
unflavored,,unflavore,VERB,unflavore,VERB,99484
unflawed,,unflawe,VERB,unflawe,VERB,99485
unfledged,adjective,unfledged,ADJ,unfledged,ADJ,99486
unflinching,adjective,unflinche,VERB,unflinche,VERB,99487
unflinchingly,adverb,unflinchingly,ADV,unflinchingly,ADV,99488
unflustered,adjective,unflustere,VERB,unflustere,VERB,99489
unfocused,adjective,unfocused,ADJ,unfocused,ADJ,99490
unfold,verb,unfold,NOUN,unfold,NOUN,99491
unfolded,verb,unfold,VERB,unfold,VERB,99492
unfolding,verb,unfold,VERB,unfold,VERB,99493
unfoldment,,unfoldment,NOUN,unfoldment,NOUN,99494
unfolds,verb,unfold,VERB,unfold,VERB,99495
unforced,adjective,unforce,VERB,unforce,VERB,99496
unforeseeable,adjective,unforeseeable,ADJ,unforeseeable,ADJ,99497
unforeseeably,,unforeseeably,ADV,unforeseeably,ADV,99498
unforeseen,adjective,unforeseen,PROPN,unforeseen,PROPN,99499
unforgettable,adjective,unforgettable,ADJ,unforgettable,ADJ,99500
unforgettably,adverb,unforgettably,ADV,unforgettably,ADV,99501
unforgivable,adjective,unforgivable,ADJ,unforgivable,ADJ,99502
unforgivably,adverb,unforgivably,ADV,unforgivably,ADV,99503
unforgiven,name,unforgiven,ADJ,unforgiven,ADJ,99504
unforgiving,adjective,unforgive,VERB,unforgive,VERB,99505
unforgotten,adjective,unforgotten,VERB,unforgotten,VERB,99506
unformatted,,unformatted,ADJ,unformatted,ADJ,99507
unformed,adjective,unforme,VERB,unforme,VERB,99508
unformulated,,unformulate,VERB,unformulate,VERB,99509
unforseen,,unforseen,ADJ,unforseen,ADJ,99510
unfortified,adjective,unfortified,ADJ,unfortified,ADJ,99511
unfortunate,adjective,unfortunate,ADJ,unfortunate,ADJ,99512
unfortunately,adverb,unfortunately,ADV,unfortunately,ADV,99513
unfortunates,noun,unfortunate,NOUN,unfortunate,NOUN,99514
unfound,adjective,unfound,VERB,unfound,VERB,99515
unfounded,adjective,unfounde,VERB,unfounde,VERB,99516
unfoundedly,,unfoundedly,ADV,unfoundedly,ADV,99517
unframed,adjective,unframe,VERB,unframe,VERB,99518
unfreeze,verb,unfreeze,VERB,unfreeze,VERB,99519
unfreezing,adjective,unfreezing,ADJ,unfreezing,ADJ,99520
unfrequented,,unfrequented,ADJ,unfrequented,ADJ,99521
unfriendliness,noun,unfriendliness,NOUN,unfriendliness,NOUN,99522
unfriendly,adjective,unfriendly,ADJ,unfriendly,ADJ,99523
unfrock,,unfrock,PROPN,unfrock,PROPN,99524
unfrocked,,unfrock,VERB,unfrock,VERB,99525
unfrocking,,unfrock,VERB,unfrock,VERB,99526
unfrocks,,unfrock,NOUN,unfrock,NOUN,99527
unfrosted,,unfrosted,ADJ,unfrosted,ADJ,99528
unfroze,adjective,unfroze,NOUN,unfroze,NOUN,99529
unfrozen,adjective,unfrozen,VERB,unfrozen,VERB,99530
unfruitful,,unfruitful,ADJ,unfruitful,ADJ,99531
unfruitfulness,,unfruitfulness,NOUN,unfruitfulness,NOUN,99532
unfulfilled,adjective,unfulfilled,ADJ,unfulfilled,ADJ,99533
unfulfilling,adjective,unfulfille,VERB,unfulfille,VERB,99534
unfunded,adjective,unfunded,ADJ,unfunded,ADJ,99535
UNFUNNILY,,UNFUNNILY,NOUN,UNFUNNILY,NOUN,99536
unfunny,adjective,unfunny,ADJ,unfunny,ADJ,99537
unfurl,verb,unfurl,ADJ,unfurl,ADJ,99538
unfurled,verb,unfurl,VERB,unfurl,VERB,99539
unfurling,verb,unfurl,VERB,unfurl,VERB,99540
unfurls,verb,unfurl,NOUN,unfurl,NOUN,99541
unfurnished,adjective,unfurnishe,VERB,unfurnishe,VERB,99542
unfussy,adjective,unfussy,ADJ,unfussy,ADJ,99543
ungainliness,,ungainliness,ADJ,ungainliness,ADJ,99544
ungainly,adjective,ungainly,ADV,ungainly,ADV,99545
ungallant,adjective,ungallant,ADJ,ungallant,ADJ,99546
ungallantly,,ungallantly,ADV,ungallantly,ADV,99547
UNGAVA,,UNGAVA,PROPN,UNGAVA,PROPN,99548
ungenerous,adjective,ungenerous,ADJ,ungenerous,ADJ,99549
ungenerously,,ungenerously,ADV,ungenerously,ADV,99550
ungentle,adjective,ungentle,ADV,ungentle,ADV,99551
ungentlemanly,adjective,ungentlemanly,ADV,ungentlemanly,ADV,99552
ungifted,,ungifted,ADJ,ungifted,ADJ,99553
ungird,,ungird,PROPN,ungird,PROPN,99554
unglamorous,adjective,unglamorous,ADJ,unglamorous,ADJ,99555
unglazed,adjective,unglaze,VERB,unglaze,VERB,99556
ungloved,adjective,unglove,VERB,unglove,VERB,99557
unglue,,unglue,NOUN,unglue,NOUN,99558
unglued,adjective,unglue,VERB,unglue,VERB,99559
ungodliness,,ungodliness,ADJ,ungodliness,ADJ,99560
ungodly,adjective,ungodly,ADV,ungodly,ADV,99561
ungovernable,adjective,ungovernable,ADJ,ungovernable,ADJ,99562
ungovernableness,,ungovernableness,NOUN,ungovernableness,NOUN,99563
ungovernably,,ungovernably,ADV,ungovernably,ADV,99564
ungoverned,adjective,ungoverne,VERB,ungoverne,VERB,99565
ungraceful,adjective,ungraceful,ADJ,ungraceful,ADJ,99566
ungracefully,,ungracefully,ADV,ungracefully,ADV,99567
ungracious,adjective,ungracious,ADJ,ungracious,ADJ,99568
ungraciously,adverb,ungraciously,ADV,ungraciously,ADV,99569
ungraciousness,,ungraciousness,ADV,ungraciousness,ADV,99570
ungraded,adjective,ungrade,VERB,ungrade,VERB,99571
ungrammatical,adjective,ungrammatical,ADJ,ungrammatical,ADJ,99572
ungrammatically,,ungrammatically,ADV,ungrammatically,ADV,99573
ungraspable,adjective,ungraspable,ADJ,ungraspable,ADJ,99574
ungrateful,adjective,ungrateful,ADJ,ungrateful,ADJ,99575
ungratefully,,ungratefully,ADV,ungratefully,ADV,99576
ungratefulness,,ungratefulness,ADJ,ungratefulness,ADJ,99577
ungratified,,ungratified,ADJ,ungratified,ADJ,99578
ungreased,,ungreased,ADJ,ungreased,ADJ,99579
ungrounded,adjective,ungrounde,VERB,ungrounde,VERB,99580
ungrouped,,ungroupe,VERB,ungroupe,VERB,99581
ungrudging,,ungrudge,VERB,ungrudge,VERB,99582
ungrudgingly,,ungrudgingly,ADV,ungrudgingly,ADV,99583
unguaranteed,,unguaranteed,ADJ,unguaranteed,ADJ,99584
unguarded,adjective,unguarde,VERB,unguarde,VERB,99585
unguardedly,,unguardedly,ADV,unguardedly,ADV,99586
unguent,adjective,unguent,NOUN,unguent,NOUN,99587
unguents,noun,unguent,NOUN,unguent,NOUN,99588
ungues,,ungue,NOUN,ungue,NOUN,99589
unguided,adjective,unguided,ADJ,unguided,ADJ,99590
unguis,,unguis,ADJ,unguis,ADJ,99591
ungula,,ungula,NOUN,ungula,NOUN,99592
ungulate,adjective,ungulate,VERB,ungulate,VERB,99593
unhallowed,adjective,unhallow,VERB,unhallow,VERB,99594
unhampered,adjective,unhampere,VERB,unhampere,VERB,99595
unhand,name,unhand,ADJ,unhand,ADJ,99596
unhanded,,unhand,VERB,unhand,VERB,99597
unhanding,,unhand,VERB,unhand,VERB,99598
unhandled,adjective,unhandle,VERB,unhandle,VERB,99599
unhands,,unhand,VERB,unhand,VERB,99600
unhandsome,,unhandsome,ADJ,unhandsome,ADJ,99601
unhandsomely,,unhandsomely,ADV,unhandsomely,ADV,99602
unhandy,,unhandy,ADJ,unhandy,ADJ,99603
unhappier,adjective,unhappy,ADJ,unhappy,ADJ,99604
unhappiest,adjective,unhappiest,PROPN,unhappiest,PROPN,99605
unhappily,adverb,unhappily,ADV,unhappily,ADV,99606
unhappiness,noun,unhappiness,NOUN,unhappiness,NOUN,99607
unhappy,adjective,unhappy,ADJ,unhappy,ADJ,99608
unhardened,,unhardened,ADJ,unhardened,ADJ,99609
unharmed,adjective,unharmed,ADJ,unharmed,ADJ,99610
unharmonious,,unharmonious,ADJ,unharmonious,ADJ,99611
unharnessed,,unharness,VERB,unharness,VERB,99612
unhealed,adjective,unhealed,ADJ,unhealed,ADJ,99613
unhealthful,,unhealthful,ADJ,unhealthful,ADJ,99614
unhealthier,adjective,unhealthier,PROPN,unhealthier,PROPN,99615
unhealthiest,adjective,unhealthiest,ADJ,unhealthiest,ADJ,99616
unhealthily,adverb,unhealthily,ADV,unhealthily,ADV,99617
unhealthiness,noun,unhealthiness,ADJ,unhealthiness,ADJ,99618
unhealthy,adjective,unhealthy,ADJ,unhealthy,ADJ,99619
unheard,adjective,unheard,ADJ,unheard,ADJ,99620
unhearing,,unheare,VERB,unheare,VERB,99621
unheated,adjective,unheate,VERB,unheate,VERB,99622
unheeded,adjective,unheeded,ADJ,unheeded,ADJ,99623
unheeding,,unheede,VERB,unheede,VERB,99624
unheedingly,,unheedingly,ADV,unheedingly,ADV,99625
unhelpful,adjective,unhelpful,ADJ,unhelpful,ADJ,99626
unhelpfully,adverb,unhelpfully,ADV,unhelpfully,ADV,99627
unhelpfulness,,unhelpfulness,VERB,unhelpfulness,VERB,99628
unheralded,adjective,unheralde,VERB,unheralde,VERB,99629
unhesitant,,unhesitant,ADJ,unhesitant,ADJ,99630
unhesitating,,unhesitate,VERB,unhesitate,VERB,99631
unhesitatingly,adverb,unhesitatingly,ADV,unhesitatingly,ADV,99632
