Word,DPoS_VanH,Lemma_spacy,PoS_tag_spacy,Lemma,PoS_tag,idx
disinheritance,noun,disinheritance,NOUN,disinheritance,NOUN,28010
disinherited,verb,disinherit,VERB,disinherit,VERB,28011
disinheriting,,disinherit,VERB,disinherit,VERB,28012
disinherits,,disinherit,NOUN,disinherit,NOUN,28013
disintegrable,,disintegrable,PROPN,disintegrable,PROPN,28014
disintegrate,verb,disintegrate,VERB,disintegrate,VERB,28015
disintegrated,verb,disintegrate,VERB,disintegrate,VERB,28016
disintegrates,verb,disintegrate,VERB,disintegrate,VERB,28017
disintegrating,verb,disintegrate,VERB,disintegrate,VERB,28018
disintegration,noun,disintegration,NOUN,disintegration,NOUN,28019
disintegrations,,disintegration,NOUN,disintegration,NOUN,28020
disintegrative,,disintegrative,ADJ,disintegrative,ADJ,28021
disintegrator,,disintegrator,NOUN,disintegrator,NOUN,28022
disinter,,disinter,NOUN,disinter,NOUN,28023
disinterest,noun,disinter,ADJ,disinter,ADJ,28024
disinterested,adjective,disintereste,VERB,disintereste,VERB,28025
disinterestedly,,disinterestedly,ADV,disinterestedly,ADV,28026
disinterestedness,,disinterestedness,NOUN,disinterestedness,NOUN,28027
disinteresting,,disintereste,VERB,disintereste,VERB,28028
disinterment,,disinterment,VERB,disinterment,VERB,28029
disinterments,,disinterment,NOUN,disinterment,NOUN,28030
disinterred,verb,disinter,VERB,disinter,VERB,28031
disinterring,,disinter,VERB,disinter,VERB,28032
disinters,,disinter,NOUN,disinter,NOUN,28033
disintoxication,,disintoxication,NOUN,disintoxication,NOUN,28034
disinvest,verb,disinvest,PROPN,disinvest,PROPN,28035
disinvite,,disinvite,ADJ,disinvite,ADJ,28036
disjoin,,disjoin,VERB,disjoin,VERB,28037
disjoint,noun,disjoint,VERB,disjoint,VERB,28038
disjointed,adjective,disjoint,VERB,disjoint,VERB,28039
disjointedly,,disjointedly,ADV,disjointedly,ADV,28040
disjointedness,noun,disjointedness,NOUN,disjointedness,NOUN,28041
disjointing,,disjoint,VERB,disjoint,VERB,28042
disjoints,,disjoint,NOUN,disjoint,NOUN,28043
disjunction,noun,disjunction,NOUN,disjunction,NOUN,28044
disjunctions,,disjunction,NOUN,disjunction,NOUN,28045
disjunctive,,disjunctive,ADJ,disjunctive,ADJ,28046
disjunctively,,disjunctively,ADV,disjunctively,ADV,28047
disjuncture,noun,disjuncture,NOUN,disjuncture,NOUN,28048
disk,noun,disk,NOUN,disk,NOUN,28049
diskette,noun,diskette,PROPN,diskette,PROPN,28050
disking,,disk,VERB,disk,VERB,28051
diskless,,diskless,VERB,diskless,VERB,28052
disks,noun,disk,NOUN,disk,NOUN,28053
dislikable,,dislikable,ADJ,dislikable,ADJ,28054
dislike,verb,dislike,VERB,dislike,VERB,28055
disliked,verb,dislike,VERB,dislike,VERB,28056
dislikes,noun,dislike,NOUN,dislike,NOUN,28057
disliking,verb,dislike,VERB,dislike,VERB,28058
dislocate,verb,dislocate,VERB,dislocate,VERB,28059
dislocated,verb,dislocate,VERB,dislocate,VERB,28060
dislocates,verb,dislocate,VERB,dislocate,VERB,28061
dislocating,verb,dislocate,VERB,dislocate,VERB,28062
dislocation,noun,dislocation,NOUN,dislocation,NOUN,28063
dislocations,noun,dislocation,NOUN,dislocation,NOUN,28064
dislodge,verb,dislodge,NOUN,dislodge,NOUN,28065
dislodged,verb,dislodge,VERB,dislodge,VERB,28066
dislodgement,,dislodgement,NOUN,dislodgement,NOUN,28067
dislodges,verb,dislodge,NOUN,dislodge,NOUN,28068
dislodging,verb,dislodge,VERB,dislodge,VERB,28069
disloyal,adjective,disloyal,ADJ,disloyal,ADJ,28070
disloyally,,disloyally,ADV,disloyally,ADV,28071
disloyalties,,disloyalty,NOUN,disloyalty,NOUN,28072
disloyalty,noun,disloyalty,NOUN,disloyalty,NOUN,28073
dismal,adjective,dismal,ADJ,dismal,ADJ,28074
dismally,adverb,dismally,ADV,dismally,ADV,28075
dismalness,,dismalness,NOUN,dismalness,NOUN,28076
dismantle,verb,dismantle,VERB,dismantle,VERB,28077
dismantled,verb,dismantle,VERB,dismantle,VERB,28078
dismantlement,noun,dismantlement,NOUN,dismantlement,NOUN,28079
dismantler,,dismantler,VERB,dismantler,VERB,28080
dismantles,verb,dismantle,NOUN,dismantle,NOUN,28081
dismantling,verb,dismantle,VERB,dismantle,VERB,28082
dismast,,dismast,NOUN,dismast,NOUN,28083
dismasted,,dismaste,VERB,dismaste,VERB,28084
dismasting,,dismaste,VERB,dismaste,VERB,28085
dismasts,,dismast,NOUN,dismast,NOUN,28086
dismay,noun,dismay,PROPN,dismay,PROPN,28087
dismayed,adjective,dismay,VERB,dismay,VERB,28088
dismaying,adjective,dismay,VERB,dismay,VERB,28089
dismayingly,,dismayingly,ADV,dismayingly,ADV,28090
dismays,verb,dismays,ADP,dismays,ADP,28091
dismember,verb,dismember,NOUN,dismember,NOUN,28092
dismembered,adjective,dismember,VERB,dismember,VERB,28093
dismemberer,,dismemberer,NOUN,dismemberer,NOUN,28094
dismembering,verb,dismember,VERB,dismember,VERB,28095
dismemberment,noun,dismemberment,NOUN,dismemberment,NOUN,28096
dismembers,,dismember,VERB,dismember,VERB,28097
dismiss,verb,dismiss,VERB,dismiss,VERB,28098
dismissal,noun,dismissal,NOUN,dismissal,NOUN,28099
dismissals,noun,dismissal,NOUN,dismissal,NOUN,28100
dismissed,verb,dismiss,VERB,dismiss,VERB,28101
dismisses,verb,dismisse,NOUN,dismisse,NOUN,28102
dismissible,adjective,dismissible,VERB,dismissible,VERB,28103
dismissing,verb,dismiss,VERB,dismiss,VERB,28104
dismissingly,,dismissingly,ADV,dismissingly,ADV,28105
dismission,,dismission,NOUN,dismission,NOUN,28106
dismissive,adjective,dismissive,ADJ,dismissive,ADJ,28107
dismissively,adverb,dismissively,ADV,dismissively,ADV,28108
dismissiveness,,dismissiveness,NOUN,dismissiveness,NOUN,28109
dismount,noun,dismount,NOUN,dismount,NOUN,28110
dismountable,,dismountable,ADJ,dismountable,ADJ,28111
dismounted,verb,dismount,VERB,dismount,VERB,28112
dismounting,verb,dismount,VERB,dismount,VERB,28113
dismounts,noun,dismount,NOUN,dismount,NOUN,28114
disnature,,disnature,PROPN,disnature,PROPN,28115
Disneyland,,Disneyland,PROPN,Disneyland,PROPN,28116
disobedience,noun,disobedience,NOUN,disobedience,NOUN,28117
disobedient,adjective,disobedient,VERB,disobedient,VERB,28118
disobediently,,disobediently,ADV,disobediently,ADV,28119
disobey,verb,disobey,VERB,disobey,VERB,28120
disobeyed,verb,disobey,VERB,disobey,VERB,28121
disobeyer,,disobeyer,PROPN,disobeyer,PROPN,28122
disobeying,verb,disobey,VERB,disobey,VERB,28123
disobeys,verb,disobey,NOUN,disobey,NOUN,28124
disoblige,,disoblige,NOUN,disoblige,NOUN,28125
disobliged,,disoblige,VERB,disoblige,VERB,28126
disobliges,,disoblige,NOUN,disoblige,NOUN,28127
disobliging,verb,disobliging,X,disobliging,X,28128
disobligingly,,disobligingly,ADV,disobligingly,ADV,28129
disobligingness,,disobligingness,NOUN,disobligingness,NOUN,28130
disodium,,disodium,VERB,disodium,VERB,28131
disorder,noun,disorder,NOUN,disorder,NOUN,28132
disordered,adjective,disorder,VERB,disorder,VERB,28133
disorderedly,,disorderedly,ADV,disorderedly,ADV,28134
disordering,verb,disorder,VERB,disorder,VERB,28135
disorderliness,,disorderliness,NOUN,disorderliness,NOUN,28136
disorderly,adjective,disorderly,ADV,disorderly,ADV,28137
disorders,noun,disorder,NOUN,disorder,NOUN,28138
disorganization,,disorganization,NOUN,disorganization,NOUN,28139
disorganize,,disorganize,VERB,disorganize,VERB,28140
disorganized,,disorganize,VERB,disorganize,VERB,28141
disorganizer,,disorganizer,PROPN,disorganizer,PROPN,28142
disorganizes,,disorganize,VERB,disorganize,VERB,28143
disorganizing,,disorganize,VERB,disorganize,VERB,28144
disorient,adjective,disorient,NOUN,disorient,NOUN,28145
disorientate,verb,disorientate,NOUN,disorientate,NOUN,28146
disorientated,verb,disorientate,VERB,disorientate,VERB,28147
disorientates,,disorientate,NOUN,disorientate,NOUN,28148
disorientating,verb,disorientate,VERB,disorientate,VERB,28149
disorientation,noun,disorientation,NOUN,disorientation,NOUN,28150
disoriented,adjective,disorient,VERB,disorient,VERB,28151
disorienting,verb,disorient,VERB,disorient,VERB,28152
disorients,,disorient,NOUN,disorient,NOUN,28153
disown,verb,disown,NOUN,disown,NOUN,28154
disowned,verb,disown,VERB,disown,VERB,28155
disowning,verb,disown,VERB,disown,VERB,28156
disownment,,disownment,VERB,disownment,VERB,28157
disowns,verb,disown,NOUN,disown,NOUN,28158
disparage,verb,disparage,VERB,disparage,VERB,28159
disparaged,adjective,disparage,VERB,disparage,VERB,28160
disparagement,,disparagement,NOUN,disparagement,NOUN,28161
disparagements,,disparagement,NOUN,disparagement,NOUN,28162
disparager,,disparager,PROPN,disparager,PROPN,28163
disparages,,disparage,NOUN,disparage,NOUN,28164
disparaging,verb,disparage,VERB,disparage,VERB,28165
disparagingly,adverb,disparagingly,ADV,disparagingly,ADV,28166
disparate,adjective,disparate,VERB,disparate,VERB,28167
disparately,,disparately,ADV,disparately,ADV,28168
disparateness,,disparateness,ADJ,disparateness,ADJ,28169
disparities,noun,disparity,NOUN,disparity,NOUN,28170
disparity,noun,disparity,NOUN,disparity,NOUN,28171
dispassion,noun,dispassion,NOUN,dispassion,NOUN,28172
dispassionate,adjective,dispassionate,ADJ,dispassionate,ADJ,28173
dispassionately,adverb,dispassionately,ADV,dispassionately,ADV,28174
dispassionateness,,dispassionateness,NOUN,dispassionateness,NOUN,28175
dispatch,verb,dispatch,VERB,dispatch,VERB,28176
dispatched,verb,dispatch,VERB,dispatch,VERB,28177
dispatcher,noun,dispatcher,ADV,dispatcher,ADV,28178
dispatches,noun,dispatch,NOUN,dispatch,NOUN,28179
dispatching,verb,dispatch,VERB,dispatch,VERB,28180
dispel,verb,dispel,VERB,dispel,VERB,28181
DISPELL,,DISPELL,PROPN,DISPELL,PROPN,28182
dispelled,verb,dispel,VERB,dispel,VERB,28183
dispeller,,dispeller,NOUN,dispeller,NOUN,28184
dispelling,verb,dispel,VERB,dispel,VERB,28185
dispels,verb,dispel,NOUN,dispel,NOUN,28186
dispend,,dispend,VERB,dispend,VERB,28187
dispensability,,dispensability,NOUN,dispensability,NOUN,28188
dispensable,adjective,dispensable,ADJ,dispensable,ADJ,28189
dispensaries,noun,dispensary,NOUN,dispensary,NOUN,28190
dispensary,noun,dispensary,NOUN,dispensary,NOUN,28191
dispensation,noun,dispensation,NOUN,dispensation,NOUN,28192
dispensational,,dispensational,ADJ,dispensational,ADJ,28193
dispensations,noun,dispensation,NOUN,dispensation,NOUN,28194
dispensator,,dispensator,NOUN,dispensator,NOUN,28195
dispensatory,,dispensatory,ADV,dispensatory,ADV,28196
dispense,verb,dispense,NOUN,dispense,NOUN,28197
dispensed,verb,dispense,VERB,dispense,VERB,28198
dispenser,noun,dispenser,NOUN,dispenser,NOUN,28199
dispensers,noun,dispenser,NOUN,dispenser,NOUN,28200
dispenses,verb,dispense,NOUN,dispense,NOUN,28201
dispensing,verb,dispense,VERB,dispense,VERB,28202
dispersal,noun,dispersal,PROPN,dispersal,PROPN,28203
dispersals,,dispersal,NOUN,dispersal,NOUN,28204
dispersant,noun,dispersant,PROPN,dispersant,PROPN,28205
disperse,verb,disperse,VERB,disperse,VERB,28206
dispersed,verb,disperse,VERB,disperse,VERB,28207
dispersedly,,dispersedly,ADV,dispersedly,ADV,28208
dispersement,noun,dispersement,VERB,dispersement,VERB,28209
disperser,name,disperser,NOUN,disperser,NOUN,28210
disperses,verb,disperse,NOUN,disperse,NOUN,28211
dispersible,,dispersible,ADJ,dispersible,ADJ,28212
dispersing,verb,disperse,VERB,disperse,VERB,28213
dispersion,noun,dispersion,NOUN,dispersion,NOUN,28214
dispersive,,dispersive,ADJ,dispersive,ADJ,28215
dispirit,,dispirit,PROPN,dispirit,PROPN,28216
dispirited,verb,dispirit,VERB,dispirit,VERB,28217
dispiritedly,,dispiritedly,ADV,dispiritedly,ADV,28218
dispiritedness,,dispiritedness,NOUN,dispiritedness,NOUN,28219
dispiriting,verb,dispirit,VERB,dispirit,VERB,28220
dispiritingly,,dispiritingly,ADV,dispiritingly,ADV,28221
dispirits,,dispirit,VERB,dispirit,VERB,28222
displace,verb,displace,VERB,displace,VERB,28223
displaceable,,displaceable,ADJ,displaceable,ADJ,28224
displaced,verb,displace,VERB,displace,VERB,28225
displacement,noun,displacement,NOUN,displacement,NOUN,28226
displacements,noun,displacement,NOUN,displacement,NOUN,28227
displacer,,displacer,NOUN,displacer,NOUN,28228
displaces,verb,displace,NOUN,displace,NOUN,28229
displacing,verb,displace,VERB,displace,VERB,28230
display,noun,display,NOUN,display,NOUN,28231
displayable,adjective,displayable,ADJ,displayable,ADJ,28232
displayed,verb,display,VERB,display,VERB,28233
displayer,,displayer,NOUN,displayer,NOUN,28234
displaying,verb,display,VERB,display,VERB,28235
displays,noun,display,NOUN,display,NOUN,28236
displease,verb,displease,VERB,displease,VERB,28237
displeased,adjective,displease,VERB,displease,VERB,28238
displeases,verb,displease,NOUN,displease,NOUN,28239
displeasing,verb,displease,VERB,displease,VERB,28240
displeasingly,,displeasingly,ADV,displeasingly,ADV,28241
displeasure,noun,displeasure,NOUN,displeasure,NOUN,28242
disport,verb,disport,VERB,disport,VERB,28243
disported,,disport,VERB,disport,VERB,28244
disporting,verb,disport,VERB,disport,VERB,28245
disports,,disport,NOUN,disport,NOUN,28246
disposability,,disposability,NOUN,disposability,NOUN,28247
disposable,adjective,disposable,ADJ,disposable,ADJ,28248
disposal,noun,disposal,NOUN,disposal,NOUN,28249
dispose,verb,dispose,VERB,dispose,VERB,28250
disposed,verb,dispose,VERB,dispose,VERB,28251
disposer,,disposer,ADJ,disposer,ADJ,28252
disposes,verb,dispose,VERB,dispose,VERB,28253
disposing,verb,dispose,VERB,dispose,VERB,28254
disposition,noun,disposition,NOUN,disposition,NOUN,28255
dispositional,,dispositional,ADJ,dispositional,ADJ,28256
dispositions,noun,disposition,NOUN,disposition,NOUN,28257
dispositive,adjective,dispositive,ADJ,dispositive,ADJ,28258
dispossess,verb,dispossess,NOUN,dispossess,NOUN,28259
dispossessed,adjective,dispossess,VERB,dispossess,VERB,28260
dispossesses,,dispossesse,NOUN,dispossesse,NOUN,28261
dispossessing,verb,dispossess,VERB,dispossess,VERB,28262
dispossession,noun,dispossession,NOUN,dispossession,NOUN,28263
dispossessor,,dispossessor,NOUN,dispossessor,NOUN,28264
dispossessory,,dispossessory,NOUN,dispossessory,NOUN,28265
disposure,,disposure,ADJ,disposure,ADJ,28266
dispraise,,dispraise,VERB,dispraise,VERB,28267
dispraiser,,dispraiser,NOUN,dispraiser,NOUN,28268
dispraisingly,,dispraisingly,ADV,dispraisingly,ADV,28269
dispread,,dispread,NOUN,dispread,NOUN,28270
disprize,,disprize,VERB,disprize,VERB,28271
disproof,,disproof,PROPN,disproof,PROPN,28272
disproofs,,disproof,NOUN,disproof,NOUN,28273
disproportion,noun,disproportion,NOUN,disproportion,NOUN,28274
disproportionable,,disproportionable,ADJ,disproportionable,ADJ,28275
disproportionably,,disproportionably,ADV,disproportionably,ADV,28276
disproportional,adjective,disproportional,ADJ,disproportional,ADJ,28277
disproportionally,adverb,disproportionally,ADV,disproportionally,ADV,28278
disproportionate,adjective,disproportionate,VERB,disproportionate,VERB,28279
disproportionately,adverb,disproportionately,ADV,disproportionately,ADV,28280
disproportionateness,,disproportionateness,VERB,disproportionateness,VERB,28281
disprovable,,disprovable,ADJ,disprovable,ADJ,28282
disproval,,disproval,PROPN,disproval,PROPN,28283
disprove,verb,disprove,VERB,disprove,VERB,28284
disproved,verb,disprove,VERB,disprove,VERB,28285
disproven,adjective,disproven,VERB,disproven,VERB,28286
disproves,verb,disprove,NOUN,disprove,NOUN,28287
disproving,verb,disprove,VERB,disprove,VERB,28288
disputability,,disputability,NOUN,disputability,NOUN,28289
disputable,adjective,disputable,ADJ,disputable,ADJ,28290
disputably,,disputably,ADV,disputably,ADV,28291
disputant,,disputant,NOUN,disputant,NOUN,28292
disputants,,disputant,NOUN,disputant,NOUN,28293
disputation,,disputation,NOUN,disputation,NOUN,28294
disputations,,disputation,NOUN,disputation,NOUN,28295
disputatious,adjective,disputatious,ADJ,disputatious,ADJ,28296
disputatiously,,disputatiously,ADV,disputatiously,ADV,28297
disputatiousness,,disputatiousness,NOUN,disputatiousness,NOUN,28298
disputative,,disputative,ADJ,disputative,ADJ,28299
disputativeness,,disputativeness,NOUN,disputativeness,NOUN,28300
dispute,noun,dispute,VERB,dispute,VERB,28301
disputed,verb,dispute,VERB,dispute,VERB,28302
disputer,,disputer,NOUN,disputer,NOUN,28303
disputes,noun,dispute,NOUN,dispute,NOUN,28304
disputing,verb,dispute,VERB,dispute,VERB,28305
disqualification,noun,disqualification,NOUN,disqualification,NOUN,28306
disqualifications,noun,disqualification,NOUN,disqualification,NOUN,28307
disqualified,verb,disqualify,VERB,disqualify,VERB,28308
disqualifies,verb,disqualifie,NOUN,disqualifie,NOUN,28309
disqualify,verb,disqualify,VERB,disqualify,VERB,28310
disqualifying,verb,disqualify,VERB,disqualify,VERB,28311
disquiet,noun,disquiet,PROPN,disquiet,PROPN,28312
disquieted,verb,disquiet,VERB,disquiet,VERB,28313
disquietedly,,disquietedly,ADV,disquietedly,ADV,28314
disquieting,adjective,disquiet,VERB,disquiet,VERB,28315
disquietingly,,disquietingly,ADV,disquietingly,ADV,28316
disquietly,,disquietly,ADV,disquietly,ADV,28317
disquiets,,disquiet,NOUN,disquiet,NOUN,28318
disquietude,,disquietude,NOUN,disquietude,NOUN,28319
disquisition,noun,disquisition,NOUN,disquisition,NOUN,28320
disquisitions,,disquisition,NOUN,disquisition,NOUN,28321
disregard,noun,disregard,NOUN,disregard,NOUN,28322
disregarded,verb,disregard,VERB,disregard,VERB,28323
disregarder,,disregarder,NOUN,disregarder,NOUN,28324
disregardful,,disregardful,ADJ,disregardful,ADJ,28325
disregarding,verb,disregard,VERB,disregard,VERB,28326
disregards,verb,disregard,NOUN,disregard,NOUN,28327
disrelish,,disrelish,VERB,disrelish,VERB,28328
disrelished,,disrelishe,VERB,disrelishe,VERB,28329
disrelishes,,disrelishe,NOUN,disrelishe,NOUN,28330
disrelishing,,disrelishe,VERB,disrelishe,VERB,28331
disremember,,disremember,VERB,disremember,VERB,28332
disremembered,,disremembere,VERB,disremembere,VERB,28333
disremembering,,disremembere,VERB,disremembere,VERB,28334
disremembers,,disremember,NOUN,disremember,NOUN,28335
disrepair,noun,disrepair,NOUN,disrepair,NOUN,28336
disreputability,,disreputability,NOUN,disreputability,NOUN,28337
disreputable,adjective,disreputable,ADJ,disreputable,ADJ,28338
disreputableness,,disreputableness,NOUN,disreputableness,NOUN,28339
disreputably,,disreputably,ADV,disreputably,ADV,28340
disrepute,noun,disrepute,VERB,disrepute,VERB,28341
disrespect,noun,disrespect,ADJ,disrespect,ADJ,28342
disrespectable,,disrespectable,ADJ,disrespectable,ADJ,28343
disrespectful,adjective,disrespectful,ADJ,disrespectful,ADJ,28344
disrespectfully,adverb,disrespectfully,ADV,disrespectfully,ADV,28345
disrespectfulness,,disrespectfulness,ADJ,disrespectfulness,ADJ,28346
disrobe,verb,disrobe,VERB,disrobe,VERB,28347
disrobed,verb,disrobe,VERB,disrobe,VERB,28348
disrobement,,disrobement,NOUN,disrobement,NOUN,28349
disrober,,disrober,VERB,disrober,VERB,28350
disrobes,,disrobe,VERB,disrobe,VERB,28351
disrobing,verb,disrobe,VERB,disrobe,VERB,28352
disrupt,verb,disrupt,VERB,disrupt,VERB,28353
disrupted,verb,disrupt,VERB,disrupt,VERB,28354
disrupter,noun,disrupter,NOUN,disrupter,NOUN,28355
disrupting,verb,disrupt,VERB,disrupt,VERB,28356
disruption,noun,disruption,NOUN,disruption,NOUN,28357
disruptions,noun,disruption,NOUN,disruption,NOUN,28358
disruptive,adjective,disruptive,ADJ,disruptive,ADJ,28359
disruptively,,disruptively,ADV,disruptively,ADV,28360
disruptiveness,,disruptiveness,ADJ,disruptiveness,ADJ,28361
disruptor,noun,disruptor,NOUN,disruptor,NOUN,28362
disrupts,verb,disrupt,NOUN,disrupt,NOUN,28363
diss,name,diss,NOUN,diss,NOUN,28364
dissatisfaction,noun,dissatisfaction,NOUN,dissatisfaction,NOUN,28365
dissatisfactions,noun,dissatisfaction,NOUN,dissatisfaction,NOUN,28366
dissatisfactory,,dissatisfactory,PROPN,dissatisfactory,PROPN,28367
